Popularity,Market Category,Market Category,,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
113,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
113,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
113,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
113,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
113,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury","Hatchback,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury,Performance","Hatchback,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury","Hatchback,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury,Performance","Hatchback,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury","Hatchback,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury,Performance","Hatchback,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury","Hatchback,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury","Hatchback,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury,Performance","Hatchback,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Hatchback,Luxury,Performance","Hatchback,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Diesel,Luxury","Diesel,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Diesel,Luxury","Diesel,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Diesel,Luxury","Diesel,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Diesel,Luxury","Diesel,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,"Hatchback,Factory Tuner,Performance","Hatchback,Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,"Hatchback,Factory Tuner,Performance","Hatchback,Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,"Hatchback,Factory Tuner,Performance","Hatchback,Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
819,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
819,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
416,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
67,"Exotic,Luxury","Exotic,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
67,"Exotic,Luxury,High-Performance","Exotic,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
67,"Exotic,Luxury,High-Performance","Exotic,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
67,"Exotic,Luxury","Exotic,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
67,"Exotic,Luxury,High-Performance","Exotic,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
67,"Exotic,Luxury","Exotic,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
67,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
2774,"Exotic,Factory Tuner,High-Performance","Exotic,Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
3916,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
